dataset,relative_path,video_sha256,status,error,replay_selected,replay_status,replay_video,link2_status,link2_error,link2_depth_strategy,link2_depth_valid_frame_count,link2_depth_interpolated_frame_count,link2_depth_interpolated_frame_fraction,link2_depth_total_frame_count,link2_pdi_score,link2_grade,link2_scale_component,link2_trajectory_component,link2_rigidity_component,link2_vanishing_point_component,link2_sam3_tracked_fraction,link3_status,link3_error,link3_depth_strategy,link3_depth_valid_frame_count,link3_depth_interpolated_frame_count,link3_depth_interpolated_frame_fraction,link3_depth_total_frame_count,link3_pdi_score,link3_grade,link3_scale_component,link3_trajectory_component,link3_rigidity_component,link3_vanishing_point_component,link3_sam3_tracked_fraction,link4_status,link4_error,link4_depth_strategy,link4_depth_valid_frame_count,link4_depth_interpolated_frame_count,link4_depth_interpolated_frame_fraction,link4_depth_total_frame_count,link4_pdi_score,link4_grade,link4_scale_component,link4_trajectory_component,link4_rigidity_component,link4_vanishing_point_component,link4_sam3_tracked_fraction,link5_status,link5_error,link5_depth_strategy,link5_depth_valid_frame_count,link5_depth_interpolated_frame_count,link5_depth_interpolated_frame_fraction,link5_depth_total_frame_count,link5_pdi_score,link5_grade,link5_scale_component,link5_trajectory_component,link5_rigidity_component,link5_vanishing_point_component,link5_sam3_tracked_fraction,link6_status,link6_error,link6_depth_strategy,link6_depth_valid_frame_count,link6_depth_interpolated_frame_count,link6_depth_interpolated_frame_fraction,link6_depth_total_frame_count,link6_pdi_score,link6_grade,link6_scale_component,link6_trajectory_component,link6_rigidity_component,link6_vanishing_point_component,link6_sam3_tracked_fraction,link7_status,link7_error,link7_depth_strategy,link7_depth_valid_frame_count,link7_depth_interpolated_frame_count,link7_depth_interpolated_frame_fraction,link7_depth_total_frame_count,link7_pdi_score,link7_grade,link7_scale_component,link7_trajectory_component,link7_rigidity_component,link7_vanishing_point_component,link7_sam3_tracked_fraction,geometry_seconds,query_preparation_seconds,tracker_load_seconds,exact_group_model_seconds,exact_group_total_tracking_seconds,peak_gpu_memory_bytes,total_seconds
COSMOS3,0010.mp4,bee756c9e9b7ea7d9014389a2c8e76588f8fb546846425ce2b917b84c7b2deff,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0818,A (Physical Realism) - physically consistent and tight,0.0194,0.1804,0.0092,0.0612,1.0,complete,,direct,189,0,0.0,189,0.3593,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5577,0.3314,0.0184,0.3641,1.0,complete,,direct,189,0,0.0,189,0.1549,B (Minor Jitter) - slight geometric jitter,0.0917,0.276,0.0393,0.4691,1.0,complete,,direct,189,0,0.0,189,0.2451,B (Minor Jitter) - slight geometric jitter,0.3249,0.2814,0.0128,0.7391,1.0,complete,,direct,189,0,0.0,189,0.2151,B (Minor Jitter) - slight geometric jitter,0.2886,0.1637,0.1708,0.6944,1.0,complete,,direct,189,0,0.0,189,0.3911,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3999,0.3316,0.4926,0.1952,1.0,688.3468146250234,2.2120823669829406,1.162812756956555,7.840085957024712,7.862475046014879,11603748352,711.2140020579682
COSMOS3,0011.mp4,2cc1886e710dcb9fe60dbd338a05433d8a8c818387cb3ad47cfbee76a6772c71,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.084,A (Physical Realism) - physically consistent and tight,0.0255,0.1795,0.0102,0.0913,1.0,complete,,direct,189,0,0.0,189,0.2008,B (Minor Jitter) - slight geometric jitter,0.2786,0.2192,0.0081,0.2768,1.0,failed,only 2/189 frames have valid target depths; need at least 152,unavailable,2,0,0.0,189,,,,,,,,complete,,direct,189,0,0.0,189,0.2206,B (Minor Jitter) - slight geometric jitter,0.2384,0.277,0.0724,0.7929,1.0,complete,,direct,189,0,0.0,189,0.2161,B (Minor Jitter) - slight geometric jitter,0.2812,0.215,0.0883,0.8834,1.0,complete,,direct,189,0,0.0,189,0.3798,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4499,0.4771,0.0452,0.6443,1.0,754.9021267010248,2.368936261977069,0.9171053810277954,4.491650120995473,4.5154765859479085,11603748352,773.6852111319895
COSMOS3,0012.mp4,2a18b84d1e91d026617e03cb2c159924d947366557f36a5fdf1ef52fbec4192a,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0965,A (Physical Realism) - physically consistent and tight,0.0391,0.195,0.0143,0.1442,1.0,complete,,direct,189,0,0.0,189,0.2319,B (Minor Jitter) - slight geometric jitter,0.2842,0.2906,0.01,0.3936,1.0,failed,only 2/189 frames have valid target depths; need at least 152,unavailable,2,0,0.0,189,,,,,,,,complete,,direct,189,0,0.0,189,0.2041,B (Minor Jitter) - slight geometric jitter,0.2502,0.2531,0.0139,0.8136,1.0,complete,,direct,189,0,0.0,189,0.2335,B (Minor Jitter) - slight geometric jitter,0.3362,0.222,0.0512,0.5631,1.0,complete,,interpolation_fallback,188,1,0.005291005291005291,189,0.6884,F (Geometric Failure) - geometric coherence breaks down,1.34,0.2914,0.179,0.9868,0.9947089947089947,702.7966754320078,2.2042227709898725,1.1312445029616356,7.965096654021181,7.988583483034745,11603748352,725.2785925730132
COSMOS3,0013.mp4,75ac5e9b7511b906983a4a7f8ae1d0b2361236c05db5a406f6cd82f283757350,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0916,A (Physical Realism) - physically consistent and tight,0.0254,0.1991,0.0091,0.0938,1.0,complete,,direct,189,0,0.0,189,0.1629,B (Minor Jitter) - slight geometric jitter,0.1287,0.2743,0.0086,0.3499,1.0,complete,,direct,189,0,0.0,189,0.1037,B (Minor Jitter) - slight geometric jitter,0.043,0.2131,0.0065,0.4295,1.0,complete,,direct,189,0,0.0,189,0.2549,B (Minor Jitter) - slight geometric jitter,0.3687,0.2605,0.0159,0.7467,1.0,complete,,direct,189,0,0.0,189,0.1611,B (Minor Jitter) - slight geometric jitter,0.0854,0.2631,0.1087,0.6714,1.0,complete,,direct,189,0,0.0,189,0.1347,B (Minor Jitter) - slight geometric jitter,0.1144,0.2179,0.0087,0.7522,1.0,730.4160332449828,2.9851875479798764,0.9460482330177911,7.920662409975193,7.940907836949918,11603748352,755.681569228007
COSMOS3,0014.mp4,d986ef3287c497c77bf42ee3e90eec0e78f5786f4ab3fbb36bd600edfe89538f,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0862,A (Physical Realism) - physically consistent and tight,0.0207,0.1843,0.0209,0.0,1.0,complete,,direct,189,0,0.0,189,0.1979,B (Minor Jitter) - slight geometric jitter,0.2991,0.1905,0.0104,0.0996,1.0,complete,,direct,189,0,0.0,189,0.3318,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6056,0.2177,0.0122,0.1926,1.0,complete,,direct,189,0,0.0,189,0.1703,B (Minor Jitter) - slight geometric jitter,0.2192,0.2019,0.0095,0.9952,1.0,complete,,direct,189,0,0.0,189,0.18,B (Minor Jitter) - slight geometric jitter,0.1998,0.22,0.0603,0.3779,1.0,complete,,direct,189,0,0.0,189,0.4239,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3513,0.2085,1.0,0.5907,1.0,719.5047269099741,2.2438423059647903,0.8679476779652759,7.2495814569992945,7.27308966597775,11603748352,741.4151567110093
COSMOS3,0015.mp4,e7fcb1812275e20869a2dcd8aa824bfff425cec47b1429e0e9e793ae8b63a2c5,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1342,B (Minor Jitter) - slight geometric jitter,0.1701,0.1565,0.0177,0.0961,1.0,complete,,direct,189,0,0.0,189,0.1634,B (Minor Jitter) - slight geometric jitter,0.2447,0.1592,0.0091,0.3105,1.0,complete,,direct,189,0,0.0,189,0.0957,A (Physical Realism) - physically consistent and tight,0.0425,0.1861,0.0212,0.4607,1.0,complete,,direct,189,0,0.0,189,0.1965,B (Minor Jitter) - slight geometric jitter,0.2857,0.2004,0.0102,0.8399,1.0,complete,,direct,189,0,0.0,189,0.1757,B (Minor Jitter) - slight geometric jitter,0.2498,0.1802,0.0184,0.5445,1.0,complete,,direct,189,0,0.0,189,0.2322,B (Minor Jitter) - slight geometric jitter,0.3279,0.2492,0.007,0.6557,1.0,740.1213054620312,2.285633280989714,1.2704025270068087,7.769231839047279,7.795639816089533,11603748352,763.0498278400046
COSMOS3,0016.mp4,1f033ed33579e39dbf8f2f321aac83c51c5047b2ac8816adacdd1c997d1f5b0e,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0893,A (Physical Realism) - physically consistent and tight,0.0479,0.1702,0.0101,0.0599,1.0,complete,,direct,189,0,0.0,189,0.2185,B (Minor Jitter) - slight geometric jitter,0.1956,0.3388,0.0238,0.242,1.0,complete,,direct,189,0,0.0,189,0.1795,B (Minor Jitter) - slight geometric jitter,0.1045,0.3291,0.0305,0.4564,1.0,complete,,direct,189,0,0.0,189,0.2503,B (Minor Jitter) - slight geometric jitter,0.3187,0.3032,0.0078,0.6402,1.0,complete,,direct,189,0,0.0,189,0.4367,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6932,0.3782,0.0407,0.0,1.0,complete,,direct,189,0,0.0,189,0.5258,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.433,0.3814,1.0,0.0013,1.0,733.3629860959481,2.3016541279503144,1.2324491390027106,7.5123447779915296,7.54781576798996,11603748352,755.818767343997
COSMOS3,0017.mp4,021c80cb2218d95855f2cabca8ad9dac8368e04d068ff93b2d057b9e50395d8a,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0821,A (Physical Realism) - physically consistent and tight,0.0243,0.1725,0.0169,0.1483,1.0,complete,,direct,189,0,0.0,189,0.1991,B (Minor Jitter) - slight geometric jitter,0.292,0.1997,0.0119,0.2957,1.0,complete,,direct,189,0,0.0,189,0.3888,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.7288,0.2335,0.0196,0.7669,1.0,complete,,direct,189,0,0.0,189,0.159,B (Minor Jitter) - slight geometric jitter,0.1813,0.2105,0.0115,0.8078,1.0,complete,,direct,189,0,0.0,189,0.2282,B (Minor Jitter) - slight geometric jitter,0.332,0.2306,0.0158,0.9804,1.0,complete,,direct,189,0,0.0,189,0.2721,B (Minor Jitter) - slight geometric jitter,0.3161,0.331,0.0662,0.0925,1.0,1062.4841913889977,2.6371890890295617,1.1026012789807282,6.383809488033876,6.407683228084352,11603748352,1092.6225871669594
COSMOS3,0018.mp4,24b424a2aa33697d65a2247fac4f7462494237e2a24dfc951c7e5cbc41704925,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0808,A (Physical Realism) - physically consistent and tight,0.0265,0.1667,0.0176,0.1283,1.0,complete,,direct,189,0,0.0,189,0.2243,B (Minor Jitter) - slight geometric jitter,0.2842,0.2692,0.015,0.2295,1.0,complete,,direct,189,0,0.0,189,0.432,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6909,0.3349,0.1084,0.3653,1.0,complete,,direct,189,0,0.0,189,0.2539,B (Minor Jitter) - slight geometric jitter,0.3729,0.257,0.0097,0.9916,1.0,complete,,direct,189,0,0.0,189,0.169,B (Minor Jitter) - slight geometric jitter,0.1491,0.2583,0.0301,0.9742,1.0,complete,,direct,189,0,0.0,189,0.2432,B (Minor Jitter) - slight geometric jitter,0.2789,0.3238,0.0106,0.7089,1.0,1072.0284750020364,2.337177156994585,1.3477737560169771,10.7240526220412,10.749017907015514,11603748352,1099.021240748989
COSMOS3,0019.mp4,eafb6c2ab51e1b29aebe2b8bb263226d4bf62079aa1e14827d8563508c74802c,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0692,A (Physical Realism) - physically consistent and tight,0.0181,0.1475,0.0146,0.1118,1.0,complete,,direct,189,0,0.0,189,0.2194,B (Minor Jitter) - slight geometric jitter,0.3179,0.2265,0.0084,0.3676,1.0,complete,,direct,189,0,0.0,189,0.3001,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5268,0.2196,0.0075,0.9669,1.0,complete,,direct,189,0,0.0,189,0.2136,B (Minor Jitter) - slight geometric jitter,0.2362,0.2815,0.0324,0.8562,1.0,complete,,direct,189,0,0.0,189,0.2445,B (Minor Jitter) - slight geometric jitter,0.3634,0.2236,0.0484,0.9581,1.0,complete,,direct,189,0,0.0,189,0.1575,B (Minor Jitter) - slight geometric jitter,0.0833,0.2162,0.1886,0.9542,1.0,1124.4440924159717,2.3425773609778844,0.9336399090243503,6.61981729301624,6.6417856339830905,11603748352,1146.3788143850397
COSMOS3,0020.mp4,7fb253cacd35e38e49509dc82fcedd7ba6c7762c5bbb264d1dd393a84f3bfc9c,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0768,A (Physical Realism) - physically consistent and tight,0.0207,0.1618,0.019,0.1441,1.0,complete,,direct,189,0,0.0,189,0.1991,B (Minor Jitter) - slight geometric jitter,0.2769,0.2135,0.0147,0.4061,1.0,complete,,direct,189,0,0.0,189,0.1158,B (Minor Jitter) - slight geometric jitter,0.0717,0.2013,0.0332,0.4841,1.0,complete,,direct,189,0,0.0,189,0.2943,B (Minor Jitter) - slight geometric jitter,0.4725,0.2437,0.0388,0.4298,1.0,complete,,direct,189,0,0.0,189,0.2185,B (Minor Jitter) - slight geometric jitter,0.3055,0.2253,0.0309,0.9256,1.0,complete,,direct,189,0,0.0,189,0.2178,B (Minor Jitter) - slight geometric jitter,0.1977,0.23,0.2336,0.6164,1.0,1036.8414272230002,2.3262000079848804,1.3203543670242652,9.570105598017108,9.59320765605662,11603748352,1062.7566959290416
COSMOS3,0021.mp4,3e14a10f270069664775408ae5442a6899545d7ae6a12ee25f0cd6a74da2c4a6,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0763,A (Physical Realism) - physically consistent and tight,0.0136,0.1699,0.0144,0.0246,1.0,complete,,direct,189,0,0.0,189,0.183,B (Minor Jitter) - slight geometric jitter,0.263,0.1895,0.0102,0.2017,1.0,complete,,direct,189,0,0.0,189,0.4026,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.7294,0.2721,0.0101,0.342,1.0,complete,,direct,189,0,0.0,189,0.1415,B (Minor Jitter) - slight geometric jitter,0.1545,0.1919,0.0146,0.5482,1.0,complete,,direct,189,0,0.0,189,0.1811,B (Minor Jitter) - slight geometric jitter,0.2262,0.2002,0.053,0.413,1.0,complete,,direct,189,0,0.0,189,0.2196,B (Minor Jitter) - slight geometric jitter,0.2707,0.2062,0.144,0.6628,1.0,1100.3498797320062,2.472466600011103,1.377984233025927,10.712339436053298,10.735542225011159,11603748352,1126.9288363960222
COSMOS3,0022.mp4,b19bfe0597806e2053b8f7b334aada95826922804bdef520d5ae46527994c179,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0614,A (Physical Realism) - physically consistent and tight,0.0157,0.1344,0.0066,0.0801,1.0,complete,,direct,189,0,0.0,189,0.0877,A (Physical Realism) - physically consistent and tight,0.0699,0.1455,0.0075,0.3182,1.0,complete,,direct,189,0,0.0,189,0.337,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6328,0.2046,0.0103,0.8023,1.0,complete,,direct,189,0,0.0,189,0.1504,B (Minor Jitter) - slight geometric jitter,0.1428,0.2276,0.0115,0.9121,1.0,complete,,direct,189,0,0.0,189,0.3763,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.67,0.2434,0.0548,0.7314,1.0,complete,,direct,189,0,0.0,189,0.2129,B (Minor Jitter) - slight geometric jitter,0.2214,0.2685,0.0848,0.0486,1.0,1080.955921417044,2.279434776981361,1.0958583650062792,8.982671779987868,9.002549575990997,11603748352,1106.5469657590147
COSMOS3,0023.mp4,4861f34765614a485756a5a07f6287f898de5b0f77259f00a6169a8e8ac7a92e,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1493,B (Minor Jitter) - slight geometric jitter,0.1858,0.1777,0.0193,0.1431,1.0,complete,,direct,189,0,0.0,189,0.2088,B (Minor Jitter) - slight geometric jitter,0.2984,0.2167,0.014,0.3671,1.0,complete,,direct,189,0,0.0,189,0.2236,B (Minor Jitter) - slight geometric jitter,0.3382,0.2154,0.0106,0.9802,1.0,complete,,direct,189,0,0.0,189,0.2513,B (Minor Jitter) - slight geometric jitter,0.3775,0.2443,0.013,0.8264,1.0,complete,,direct,189,0,0.0,189,0.1392,B (Minor Jitter) - slight geometric jitter,0.1173,0.2192,0.0233,0.6284,1.0,complete,,direct,189,0,0.0,189,0.1773,B (Minor Jitter) - slight geometric jitter,0.1198,0.2928,0.0612,0.548,1.0,1002.5648569839541,2.3886818939936347,1.3292282900074497,9.623083415033761,9.647919009032194,11603748352,1038.1282239800203
COSMOS3,0024.mp4,9dd85a59896005988849d02161a74476102d4ccd59592d57bf6b3df6a54a302f,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.1067,B (Minor Jitter) - slight geometric jitter,0.0238,0.2328,0.0202,0.0,1.0,complete,,direct,189,0,0.0,189,0.5337,C (Obvious Distortion) - obvious perspective illusion or foot sliding,1.0141,0.3139,0.0125,0.1143,1.0,complete,,direct,189,0,0.0,189,0.1768,B (Minor Jitter) - slight geometric jitter,0.128,0.2978,0.0325,0.1822,1.0,complete,,direct,189,0,0.0,189,0.3243,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5723,0.2278,0.0214,0.8879,1.0,complete,,direct,189,0,0.0,189,0.158,B (Minor Jitter) - slight geometric jitter,0.1771,0.1914,0.053,0.8555,1.0,complete,,direct,189,0,0.0,189,0.4175,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3594,0.1843,1.0,0.9546,1.0,1060.5227995020105,2.982742492982652,1.2986789410351776,10.939502655994147,10.98896893800702,11603748352,1088.5532778310007
COSMOS3,0025.mp4,7d9619c10a73e3a3dbb8107bea2b612d515510c1383f3a701f9d2c2553f7f15a,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0901,A (Physical Realism) - physically consistent and tight,0.0273,0.1873,0.0215,0.0499,1.0,complete,,direct,189,0,0.0,189,0.2859,B (Minor Jitter) - slight geometric jitter,0.4505,0.2547,0.0193,0.2377,1.0,complete,,direct,189,0,0.0,189,0.3713,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6561,0.2624,0.0196,0.5836,1.0,complete,,direct,189,0,0.0,189,0.2623,B (Minor Jitter) - slight geometric jitter,0.4084,0.2315,0.0316,0.8805,1.0,complete,,direct,189,0,0.0,189,0.1477,B (Minor Jitter) - slight geometric jitter,0.0912,0.2457,0.0645,0.0,1.0,complete,,direct,189,0,0.0,189,0.1612,B (Minor Jitter) - slight geometric jitter,0.122,0.2427,0.0764,0.492,1.0,1128.8043555319891,2.4645376810221933,1.182291729026474,10.190998459991533,10.214407391031273,11603748352,1155.7063044920214
COSMOS3,0026.mp4,8f49038c9d4dcb658cf27ad03c99351ef85e03c7d4eb32523673bdb2b585f63d,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0804,A (Physical Realism) - physically consistent and tight,0.0268,0.1666,0.015,0.0874,1.0,complete,,direct,189,0,0.0,189,0.2178,B (Minor Jitter) - slight geometric jitter,0.2793,0.2609,0.0087,0.2443,1.0,complete,,direct,189,0,0.0,189,0.3992,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6877,0.303,0.0144,0.3516,1.0,complete,,direct,189,0,0.0,189,0.2194,B (Minor Jitter) - slight geometric jitter,0.2251,0.3045,0.0378,0.1652,1.0,complete,,direct,189,0,0.0,189,0.2667,B (Minor Jitter) - slight geometric jitter,0.1963,0.2308,0.4797,0.0522,1.0,complete,,direct,189,0,0.0,189,0.2722,B (Minor Jitter) - slight geometric jitter,0.3895,0.2504,0.0809,0.8561,1.0,975.7435075219837,2.4310485220048577,1.2180078100063838,9.68042545299977,9.704054614994675,11603748352,1000.8349599380163
COSMOS3,0027.mp4,f9d0a12ede070d307022e83bc4a8afebff4df9e13c05f28e7f67294e19117c32,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0656,A (Physical Realism) - physically consistent and tight,0.0116,0.1466,0.0116,0.0614,1.0,complete,,direct,189,0,0.0,189,0.2071,B (Minor Jitter) - slight geometric jitter,0.2591,0.2527,0.0121,0.2116,1.0,complete,,direct,189,0,0.0,189,0.4226,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.7331,0.3201,0.0067,0.6474,1.0,complete,,direct,189,0,0.0,189,0.2065,B (Minor Jitter) - slight geometric jitter,0.2747,0.2379,0.0072,0.9914,1.0,complete,,direct,189,0,0.0,189,0.1205,B (Minor Jitter) - slight geometric jitter,0.0923,0.182,0.0536,0.517,1.0,complete,,direct,189,0,0.0,189,0.1519,B (Minor Jitter) - slight geometric jitter,0.1622,0.1864,0.0623,0.5295,1.0,1048.4702654430293,2.3635603800066747,1.301373518013861,10.710632394999266,10.734000542026479,11603748352,1074.867558804981
COSMOS3,0028.mp4,96e475c8244f5d033510d2d128db6705161d83e0f0d8b5f6bf788bd8fcad546f,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.2225,B (Minor Jitter) - slight geometric jitter,0.2716,0.2702,0.029,0.0787,1.0,complete,,direct,189,0,0.0,189,0.2202,B (Minor Jitter) - slight geometric jitter,0.2708,0.2723,0.0148,0.3148,1.0,complete,,direct,189,0,0.0,189,0.252,B (Minor Jitter) - slight geometric jitter,0.2375,0.3831,0.0187,0.4191,1.0,complete,,direct,189,0,0.0,189,0.3406,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5372,0.3085,0.0113,0.6719,1.0,complete,,direct,189,0,0.0,189,0.1536,B (Minor Jitter) - slight geometric jitter,0.0611,0.3109,0.024,0.6899,1.0,complete,,direct,189,0,0.0,189,0.2195,B (Minor Jitter) - slight geometric jitter,0.0471,0.2793,0.4445,0.7496,1.0,1152.147402698989,2.3964447189937346,1.4467960110050626,10.720106991007924,10.747354624036234,11603748352,1178.7820635090466
COSMOS3,0029.mp4,815779406d6bfeeef4189b895deead1b53ab22f76b521497c428db1ffd2efc98,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0854,A (Physical Realism) - physically consistent and tight,0.0215,0.1846,0.0151,0.0047,1.0,complete,,direct,189,0,0.0,189,0.2211,B (Minor Jitter) - slight geometric jitter,0.3005,0.2446,0.0154,0.1255,1.0,complete,,direct,189,0,0.0,189,0.1518,B (Minor Jitter) - slight geometric jitter,0.104,0.2624,0.0264,0.2802,1.0,complete,,direct,189,0,0.0,189,0.3078,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4802,0.2778,0.0227,0.8163,1.0,complete,,direct,189,0,0.0,189,0.1988,B (Minor Jitter) - slight geometric jitter,0.2306,0.2585,0.0157,0.9897,1.0,complete,,direct,189,0,0.0,189,0.2485,B (Minor Jitter) - slight geometric jitter,0.3555,0.2465,0.0385,0.506,1.0,1027.7463868570048,2.4778780080378056,1.4474598449887708,12.176879181992263,12.206304702034686,11603748352,1064.7120519439923
COSMOS3,0030.mp4,7ab01df93d4414aaa5d0f161188c9fc5d35441654b8eef5c91a433608354cc40,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0826,A (Physical Realism) - physically consistent and tight,0.0168,0.1846,0.0105,0.0974,1.0,complete,,direct,189,0,0.0,189,0.2096,B (Minor Jitter) - slight geometric jitter,0.2228,0.2894,0.0235,0.3285,1.0,complete,,direct,189,0,0.0,189,0.1587,B (Minor Jitter) - slight geometric jitter,0.1022,0.2701,0.0489,0.6067,1.0,complete,,direct,189,0,0.0,189,0.3043,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.421,0.3359,0.0077,0.1208,1.0,complete,,direct,189,0,0.0,189,0.5005,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6871,0.5595,0.0095,0.7945,1.0,complete,,direct,189,0,0.0,189,0.1592,B (Minor Jitter) - slight geometric jitter,0.1352,0.2381,0.0491,0.0893,1.0,1078.96009394899,2.450282067002263,1.2447840640088543,7.627465761965141,7.64992956595961,11603748352,1101.9255408630124
COSMOS3,0031.mp4,e0fbc4e1816ea569c615b55dd82d9c1346ad457317aea59098d37f7b82ef8ea2,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0929,A (Physical Realism) - physically consistent and tight,0.0226,0.201,0.0174,0.0375,1.0,complete,,direct,189,0,0.0,189,0.2125,B (Minor Jitter) - slight geometric jitter,0.1487,0.3777,0.0098,0.2396,1.0,complete,,direct,189,0,0.0,189,0.1418,B (Minor Jitter) - slight geometric jitter,0.046,0.2845,0.0479,0.3873,1.0,complete,,direct,189,0,0.0,189,0.3318,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5249,0.2997,0.0101,0.8767,1.0,complete,,direct,189,0,0.0,189,0.1641,B (Minor Jitter) - slight geometric jitter,0.1159,0.2707,0.047,0.5905,1.0,complete,,direct,189,0,0.0,189,0.1717,B (Minor Jitter) - slight geometric jitter,0.1318,0.24,0.115,0.5388,1.0,1176.8192447550246,2.485719059011899,1.0646685829851776,6.814968572987709,6.838450491952244,11603748352,1200.417105193017
COSMOS3,0032.mp4,d67f16a476e763a09dca2612d1209a9dfcae2cd7f0489022d2914741b85c6a7b,complete,,False,not_selected,,complete,,direct,189,0,0.0,189,0.0977,A (Physical Realism) - physically consistent and tight,0.0417,0.1974,0.0103,0.1325,1.0,complete,,direct,189,0,0.0,189,0.1872,B (Minor Jitter) - slight geometric jitter,0.1967,0.2599,0.0227,0.3817,1.0,complete,,direct,189,0,0.0,189,0.1525,B (Minor Jitter) - slight geometric jitter,0.1081,0.259,0.028,0.5328,1.0,complete,,direct,189,0,0.0,189,0.2261,B (Minor Jitter) - slight geometric jitter,0.232,0.3279,0.0109,0.9901,1.0,complete,,direct,189,0,0.0,189,0.2646,B (Minor Jitter) - slight geometric jitter,0.3651,0.2455,0.1017,0.0,1.0,complete,,direct,189,0,0.0,189,0.239,B (Minor Jitter) - slight geometric jitter,0.1528,0.2514,0.3868,0.834,1.0,1003.2007268380257,2.3710567820235156,1.4948115079896525,8.860609044029843,8.884437944041565,11603748352,1028.8878560159937
